trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
328,False,"{'a': 0.0035, 'e': 0.31838306953393447}",25,12,0.4601017606718498,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.0035, 'e': 0.3172706766137436}",30,18,-12.38178931774052,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.0035, 'e': 0.3161621702633088}",25,14,17.298180434017993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.0035, 'e': 0.3150575369034133}",20,13,13.36742218587413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.0035, 'e': 0.3139567630022848}",35,0,9.331114438777657,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
333,False,"{'a': 0.0035, 'e': 0.3128598350754292}",25,13,-8.748701569080652,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.0035, 'e': 0.3117667396854656}",20,0,-13.046409057440881,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
335,False,"{'a': 0.0035, 'e': 0.31067746344196184}",25,10,20.30432566717733,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.0035, 'e': 0.3095919930012704}",25,11,-6.198138210248911,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.0035, 'e': 0.3085103150663647}",35,14,-45.568708056819375,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
338,False,"{'a': 0.0035, 'e': 0.30743241638667657}",20,4,14.716452392686222,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.0035, 'e': 0.30635828375793367}",20,0,-56.1629232627829,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
340,False,"{'a': 0.0035, 'e': 0.30528790402199785}",20,12,3.067412433402172,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.0035, 'e': 0.3042212640667041}",20,3,-19.4933539113638,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.0035, 'e': 0.30315835082569936}",20,0,17.489761994082656,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 0.0035, 'e': 0.3020991512782834}",20,16,6.498959811359093,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.0035, 'e': 0.30104365244924836}",25,0,1.6793144849591304,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
345,False,"{'a': 0.0035, 'e': 0.2999918414087205}",20,8,-43.87339873273653,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.0035, 'e': 0.2989437052720013}",20,1,-27.718534007446053,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
347,False,"{'a': 0.0035, 'e': 0.2978992311994101}",30,24,12.344915190660624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.0035, 'e': 0.29685840639612626}",25,14,10.121996936784779,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.0035, 'e': 0.2958212181120332}",20,0,-26.213164561245602,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
350,False,"{'a': 0.0035, 'e': 0.29478765364156123}",20,0,-5.668318489360342,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
351,False,"{'a': 0.0035, 'e': 0.29375770032353277}",20,7,10.417457978142801,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.0035, 'e': 0.2927313455410068}",25,0,3.1938591745526392,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
353,False,"{'a': 0.0035, 'e': 0.2917085767211244}",20,15,8.078648476992615,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.0035, 'e': 0.29068938133495464}",20,5,-28.739528141514946,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
355,False,"{'a': 0.0035, 'e': 0.2896737468973414}",20,12,-9.242228846843298,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.0035, 'e': 0.2886616609667501}",30,17,-15.297215876661271,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
357,False,"{'a': 0.0035, 'e': 0.2876531111451154}",25,3,-8.881166221110536,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
358,False,"{'a': 0.0035, 'e': 0.2866480850776894}",20,15,-0.4428577589560829,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.0035, 'e': 0.28564657045289016}",20,1,-86.91844891080497,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
360,False,"{'a': 0.0035, 'e': 0.28464855500215114}",30,12,31.53587649799229,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.0035, 'e': 0.2836540264997704}",25,17,12.834726711314396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.0035, 'e': 0.2826629727627614}",20,1,22.80288601429742,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.0035, 'e': 0.28167538165070355}",25,11,3.7947296877113788,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.0035, 'e': 0.2806912410655934}",30,19,-22.825367261785647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.0035, 'e': 0.2797105389516963}",25,14,-16.267493541794874,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
366,False,"{'a': 0.0035, 'e': 0.27873326329539927}",25,0,-1.401107424474775,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
367,False,"{'a': 0.0035, 'e': 0.2777594021250632}",20,0,-8.14735485585397,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
368,False,"{'a': 0.0035, 'e': 0.27678894351087663}",20,0,-49.03219490852697,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
369,False,"{'a': 0.0035, 'e': 0.27582187556470933}",20,16,8.94862977171849,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.0035, 'e': 0.2748581864399669}",20,9,-4.600221857533192,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
371,False,"{'a': 0.0035, 'e': 0.2738978643314456}",20,10,-2.1206316593662415,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
372,False,"{'a': 0.0035, 'e': 0.2729408974751874}",30,20,19.510523743411756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.0035, 'e': 0.2719872741483365}",20,15,2.6540746456899282,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.0035, 'e': 0.2710369826689952}",25,5,1.015526343885191,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.0035, 'e': 0.270090011396081}",20,7,-3.557652112845165,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 0.0035, 'e': 0.26914634872918386}",30,5,-42.27064516327603,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",1
377,False,"{'a': 0.0035, 'e': 0.2682059831084244}",30,22,15.225097367225557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.0035, 'e': 0.267268903014312}",20,14,9.474319603687043,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.0035, 'e': 0.2663350969676039}",25,15,-35.068792528696534,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
380,False,"{'a': 0.0035, 'e': 0.2654045535291641}",25,13,22.253960941331496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.0035, 'e': 0.26447726129982396}",20,7,15.694435588768183,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.0035, 'e': 0.2635532089202421}",30,7,-35.16777305316763,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
383,False,"{'a': 0.0035, 'e': 0.26263238507076536}",25,6,28.08677827009064,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.0035, 'e': 0.26171477847129}",20,12,8.792909321191017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.0035, 'e': 0.26080037788112365}",20,0,-13.568282623627615,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
386,False,"{'a': 0.0035, 'e': 0.25988917209884776}",30,5,-40.8430367377636,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",1
387,False,"{'a': 0.0035, 'e': 0.25898114996218}",30,7,-1.070491096169751,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.0035, 'e': 0.25807630034783796}",30,0,31.544648700005226,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
389,False,"{'a': 0.0035, 'e': 0.2571746121714024}",20,0,-5.7707822850213315,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
390,False,"{'a': 0.0035, 'e': 0.2562760743871821}",25,18,12.46729199013495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.0035, 'e': 0.2553806759880777}",20,14,-30.815926276864936,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.0035, 'e': 0.25448840600544775}",35,10,-81.78131483029915,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",1
393,False,"{'a': 0.0035, 'e': 0.25359925350897383}",25,6,-3.721243002985579,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
394,False,"{'a': 0.0035, 'e': 0.25271320760652677}",25,0,-3.224434327450685,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
395,False,"{'a': 0.0035, 'e': 0.25183025744403303}",25,13,0.9066825336201196,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.0035, 'e': 0.2509503922053422}",20,0,18.423061501369265,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
397,False,"{'a': 0.0035, 'e': 0.2500736011120941}",20,0,25.7713773432823,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
398,False,"{'a': 0.0035, 'e': 0.24919987342358682}",20,0,7.52452447802271,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
399,False,"{'a': 0.0035, 'e': 0.24832919843664528}",25,5,19.76456064412772,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.0035, 'e': 0.24746156548548998}",20,11,-25.12343566524207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.0035, 'e': 0.24659696394160643}",30,1,19.148533784470228,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
402,False,"{'a': 0.0035, 'e': 0.245735383213615}",25,7,18.283771890177206,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.0035, 'e': 0.24487681274714082}",25,8,6.672975627668407,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
404,False,"{'a': 0.0035, 'e': 0.24402124202468506}",20,15,3.183635995485774,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.0035, 'e': 0.24316866056549566}",20,10,17.821243978064025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.0035, 'e': 0.24231905792543904}",20,4,21.38498343156357,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.0035, 'e': 0.24147242369687225}",20,16,9.253277252382185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.0035, 'e': 0.2406287475085154}",35,7,4.4153761312146,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
409,False,"{'a': 0.0035, 'e': 0.2397880190253247}",20,2,-6.768204725389993,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
410,False,"{'a': 0.0035, 'e': 0.23895022794836562}",25,20,9.9013973045571,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.0035, 'e': 0.23811536401468703}",30,5,-52.59445604814534,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",1
412,False,"{'a': 0.0035, 'e': 0.2372834169971953}",30,15,23.86879484186681,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.0035, 'e': 0.2364543767045291}",25,3,-9.814038310552208,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
414,False,"{'a': 0.0035, 'e': 0.2356282329809344}",25,1,2.6195615612513894,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
415,False,"{'a': 0.0035, 'e': 0.2348049757061403}",25,8,3.3160260065672844,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
416,False,"{'a': 0.0035, 'e': 0.2339845947952349}",35,0,-22.189091298825925,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 1}",0
417,False,"{'a': 0.0035, 'e': 0.2331670801985418}",20,12,0.08574786500408305,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.0035, 'e': 0.2323524219014969}",20,13,12.690933363044362,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.0035, 'e': 0.2315406099245259}",30,0,10.507979322457235,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
420,False,"{'a': 0.0035, 'e': 0.23073163432292196}",25,0,1.5588860413948593,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
421,False,"{'a': 0.0035, 'e': 0.22992548518672384}",20,6,2.145651495214099,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
422,False,"{'a': 0.0035, 'e': 0.2291221526405945}",20,11,3.915101158863579,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.0035, 'e': 0.22832162684370022}",35,12,-6.652638111479524,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.0035, 'e': 0.22752389798959005}",20,0,23.52547089117715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.0035, 'e': 0.22672895630607542}",20,14,13.148007703009618,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.0035, 'e': 0.22593679205511083}",30,20,18.52531088964933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.0035, 'e': 0.22514739553267432}",20,0,5.621778343068878,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
428,False,"{'a': 0.0035, 'e': 0.22436075706864864}",35,5,29.82088695628434,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.0035, 'e': 0.22357686702670268}",25,5,7.041622566845497,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.0035, 'e': 0.22279571580417368}",30,16,-1.1473725241467982,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
431,False,"{'a': 0.0035, 'e': 0.22201729383194937}",20,0,-41.90925822110198,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
432,False,"{'a': 0.0035, 'e': 0.22124159157435094}",30,23,14.073947878476943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.0035, 'e': 0.22046859952901593}",25,13,19.55418957454452,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.0035, 'e': 0.21969830822678216}",30,11,30.505649357252317,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.0035, 'e': 0.2189307082315715}",20,5,0.9757894934258444,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
436,False,"{'a': 0.0035, 'e': 0.21816579014027454}",20,13,-70.67161180188054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
437,False,"{'a': 0.0035, 'e': 0.21740354458263497}",25,11,17.30412693707754,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.0035, 'e': 0.2166439622211352}",30,6,-22.06025997457933,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
439,False,"{'a': 0.0035, 'e': 0.2158870337508818}",25,0,-29.937216288430786,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
440,False,"{'a': 0.0035, 'e': 0.21513274989949163}",25,0,-61.51996183331055,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
441,False,"{'a': 0.0035, 'e': 0.21438110142697794}",30,15,-10.081593723815361,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
442,False,"{'a': 0.0035, 'e': 0.21363207912563764}",20,0,15.94879912934561,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
443,False,"{'a': 0.0035, 'e': 0.21288567381993817}",25,17,14.480145405594103,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.0035, 'e': 0.21214187636640514}",25,18,11.554482096563795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.0035, 'e': 0.21140067765351048}",20,5,24.167586069811094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.0035, 'e': 0.21066206860156067}",20,3,17.824029883557987,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.0035, 'e': 0.20992604016258565}",25,0,-5.323746775358908,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
448,False,"{'a': 0.0035, 'e': 0.20919258332022778}",30,12,-24.476183466162915,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.0035, 'e': 0.20846168908963153}",25,16,-30.312917049733517,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
450,False,"{'a': 0.0035, 'e': 0.20773334851733352}",25,15,17.934568941788957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.0035, 'e': 0.20700755268115265}",20,7,-46.544558212394584,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
452,False,"{'a': 0.0035, 'e': 0.20628429269008072}",35,12,1.1292716183872913,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
453,False,"{'a': 0.0035, 'e': 0.2055635596841739}",25,10,26.29879025999214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.0035, 'e': 0.2048453448344438}",30,17,21.861033388925094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.0035, 'e': 0.20412963934274964}",25,0,14.461260260985547,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.0035, 'e': 0.20341643444169002}",25,15,15.563011165370703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.0035, 'e': 0.2027057213944961}",20,11,18.703434122376997,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.0035, 'e': 0.20199749149492416}",20,8,18.547260158749243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.0035, 'e': 0.2012917360671491}",20,13,3.71084051023832,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.0035, 'e': 0.200588446465658}",25,0,12.128320933726394,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
461,False,"{'a': 0.0035, 'e': 0.1998876140751445}",25,5,31.06598072285096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.0035, 'e': 0.1991892303104031}",25,10,27.25169900666778,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.0035, 'e': 0.19849328661622387}",30,22,12.45215419281936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.0035, 'e': 0.1977997744672879}",20,0,26.721384796290145,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
465,False,"{'a': 0.0035, 'e': 0.19710868536806264}",20,0,28.563854372776603,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
466,False,"{'a': 0.0035, 'e': 0.1964200108526981}",20,0,-23.16943650625835,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
467,False,"{'a': 0.0035, 'e': 0.19573374248492273}",20,5,17.559091352496136,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.0035, 'e': 0.1950498718579405}",30,9,9.977105584686045,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.0035, 'e': 0.19436839059432767}",35,14,14.162719062184848,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
470,False,"{'a': 0.0035, 'e': 0.19368929034593027}",25,12,25.702431262993038,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.0035, 'e': 0.19301256279376172}",20,13,10.662879131657613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.0035, 'e': 0.19233819964790103}",20,11,15.792808660111776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.0035, 'e': 0.19166619264739126}",25,0,-38.336652731117596,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
474,False,"{'a': 0.0035, 'e': 0.1909965335601383}",30,12,32.14587054885315,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.0035, 'e': 0.19032921418280985}",25,18,3.6783699276736597,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.0035, 'e': 0.18966422634073524}",25,11,9.564450896977181,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.0035, 'e': 0.18900156188780515}",25,0,1.8735563806409286,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
478,False,"{'a': 0.0035, 'e': 0.18834121270637166}",20,0,22.102727049149888,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
479,False,"{'a': 0.0035, 'e': 0.18768317070714904}",30,0,28.57406087747205,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
480,False,"{'a': 0.0035, 'e': 0.18702742782911463}",30,19,-3.0404954105215305,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
481,False,"{'a': 0.0035, 'e': 0.18637397603940997}",25,15,19.6416452727815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.0035, 'e': 0.18572280733324242}",20,5,5.290260676105192,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.0035, 'e': 0.18507391373378718}",35,17,22.448780962135864,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.0035, 'e': 0.18442728729208957}",20,1,-55.97257667733012,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
485,False,"{'a': 0.0035, 'e': 0.18378292008696764}",20,10,-4.109038315604894,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.0035, 'e': 0.18314080422491497}",20,9,-2.0586960201987843,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.0035, 'e': 0.1825009318400043}",30,0,47.84190882512878,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.0035, 'e': 0.18186329509379084}",25,16,13.25674346444902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.0035, 'e': 0.1812278861752166}",25,19,3.0716281489069783,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.0035, 'e': 0.18059469730051422}",25,17,8.720503587134763,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.0035, 'e': 0.17996372071311217}",30,20,-5.3980254085892945,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
492,False,"{'a': 0.0035, 'e': 0.17933494868353933}",25,17,-4.129463809454661,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.0035, 'e': 0.17870837350933053}",30,10,-45.237182231997096,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
494,False,"{'a': 0.0035, 'e': 0.17808398751493196}",25,17,-11.73455567718491,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.0035, 'e': 0.17746178305160745}",25,2,14.244951928771277,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.0035, 'e': 0.17684175249734455}",20,3,25.957522702715956,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.0035, 'e': 0.1762238882567611}",25,5,25.303223775868762,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.0035, 'e': 0.17560818276101256}",20,9,-25.513771648427205,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
499,False,"{'a': 0.0035, 'e': 0.17499462846769887}",25,12,-7.27386557174876,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
500,False,"{'a': 0.0035, 'e': 0.17438321786077227}",25,0,26.852226700471498,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
501,False,"{'a': 0.0035, 'e': 0.17377394345044514}",25,5,-6.162066846926059,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
502,False,"{'a': 0.0035, 'e': 0.17316679777309835}",20,7,7.196308271302943,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.0035, 'e': 0.17256177339118975}",25,3,31.336838000687262,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.0035, 'e': 0.17195886289316317}",30,11,-21.10932607851789,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
505,False,"{'a': 0.0035, 'e': 0.17135805889335737}",20,0,27.204260908699215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.0035, 'e': 0.1707593540319159}",20,14,11.794739830282683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.0035, 'e': 0.1701627409746967}",20,0,30.226692717873103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
508,False,"{'a': 0.0035, 'e': 0.16956821241318237}",35,17,2.491548102863887,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
509,False,"{'a': 0.0035, 'e': 0.16897576106439058}",25,0,21.114042296318665,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
