trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
510,False,"{'a': 0.0035, 'e': 0.16838537967078487}",20,6,9.415347500137376,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.0035, 'e': 0.16779706100018585}",25,2,34.668914695197685,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.0035, 'e': 0.16721079784568246}",25,17,1.5329520291185732,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.0035, 'e': 0.16662658302554365}",35,10,43.61219979400703,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.0035, 'e': 0.1660444093831306}",30,23,11.70188607023388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.0035, 'e': 0.16546426978680895}",25,3,31.530268156483707,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.0035, 'e': 0.16488615712986132}",30,24,12.934190283263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.0035, 'e': 0.16431006433040046}",30,23,14.10442259733642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.0035, 'e': 0.1637359843312824}",25,20,10.254843732536699,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.0035, 'e': 0.16316391010001996}",20,0,-20.26464008532542,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
520,False,"{'a': 0.0035, 'e': 0.16259383462869662}",20,0,25.915721011097517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.0035, 'e': 0.16202575093388075}",20,12,15.66534310996878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.0035, 'e': 0.16145965205654}",20,0,-39.23653344859511,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
523,False,"{'a': 0.0035, 'e': 0.16089553106195606}",20,13,-6.970437886634222,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.0035, 'e': 0.16033338103963962}",30,5,23.163658356485165,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.0035, 'e': 0.15977319510324592}",25,11,-17.64197359284545,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
526,False,"{'a': 0.0035, 'e': 0.15921496639049024}",30,20,18.67710006145355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.0035, 'e': 0.15865868806306388}",25,15,17.000910409583454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.0035, 'e': 0.15810435330655032}",30,12,18.61535280258762,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.0035, 'e': 0.15755195533034191}",20,16,7.76041404272124,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.0035, 'e': 0.1570014873675565}",25,6,26.42337205476357,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.0035, 'e': 0.15645294267495474}",20,2,-17.842730084730942,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
532,False,"{'a': 0.0035, 'e': 0.15590631453285717}",20,10,-4.277721255265529,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
533,False,"{'a': 0.0035, 'e': 0.15536159624506227}",25,11,29.034625658712525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.0035, 'e': 0.15481878113876424}",20,12,0.47233882059525967,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.0035, 'e': 0.15427786256447115}",20,0,-17.73991165372158,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
536,False,"{'a': 0.0035, 'e': 0.1537388338959238}",30,8,15.96141445434678,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
537,False,"{'a': 0.0035, 'e': 0.15320168853001417}",20,12,13.876350731409971,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.0035, 'e': 0.1526664198867049}",20,6,-29.910683769357473,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
539,False,"{'a': 0.0035, 'e': 0.15213302140894833}",20,0,23.4471239818106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.0035, 'e': 0.15160148656260647}",30,4,34.119272574516344,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.0035, 'e': 0.15107180883637084}",20,14,12.653638765252598,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.0035, 'e': 0.15054398174168265}",25,11,-2.32081036684854,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.0035, 'e': 0.15001799881265335}",25,0,15.459655311722383,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
544,False,"{'a': 0.0035, 'e': 0.1494938536059855}",20,3,9.095961909411683,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.0035, 'e': 0.1489715397008938}",25,2,14.088981787868402,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.0035, 'e': 0.14845105069902637}",20,0,6.066384602262728,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
547,False,"{'a': 0.0035, 'e': 0.1479323802243864}",20,10,18.805085151349974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.0035, 'e': 0.14741552192325408}",20,8,-26.75135609247596,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
549,False,"{'a': 0.0035, 'e': 0.1469004694641088}",20,10,7.140126058877398,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.0035, 'e': 0.14638721653755152}",20,0,11.243524863258342,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
551,False,"{'a': 0.0035, 'e': 0.14587575685622736}",20,15,9.118116842286353,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.0035, 'e': 0.14536608415474894}",25,15,18.36839614577501,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.0035, 'e': 0.14485819218961926}",25,17,-8.879071361999701,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
554,False,"{'a': 0.0035, 'e': 0.14435207473915534}",20,2,6.934755032524723,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
555,False,"{'a': 0.0035, 'e': 0.14384772560341216}",35,23,-1.1889483398160197,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.0035, 'e': 0.14334513860410644}",25,3,-57.88024954098365,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
557,False,"{'a': 0.0035, 'e': 0.14284430758454122}",20,0,-21.30555745444255,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
558,False,"{'a': 0.0035, 'e': 0.14234522640953018}",25,5,14.854707978045074,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.0035, 'e': 0.14184788896532272}",25,4,30.31568361195629,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.0035, 'e': 0.14135228915952894}",35,25,-4.558714355487506,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
561,False,"{'a': 0.0035, 'e': 0.140858420921045}",25,15,-30.280503706026458,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
562,False,"{'a': 0.0035, 'e': 0.1403662781999788}",25,18,13.748143641778935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.0035, 'e': 0.13987585496757585}",20,14,-1.4162708355132043,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.0035, 'e': 0.13938714521614542}",20,12,6.912603243954655,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.0035, 'e': 0.138900142958987}",20,0,-12.527987846736824,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
566,False,"{'a': 0.0035, 'e': 0.13841484223031678}",25,12,20.47915772140103,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.0035, 'e': 0.13793123708519478}",25,7,1.1372953505624295,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
568,False,"{'a': 0.0035, 'e': 0.13744932159945195}",30,16,21.790694957832457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.0035, 'e': 0.13696908986961753}",35,12,31.695920971487144,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.0035, 'e': 0.13649053601284683}",20,6,12.534842662983781,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.0035, 'e': 0.13601365416684916}",25,1,11.59810540681955,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
572,False,"{'a': 0.0035, 'e': 0.13553843848981592}",20,12,17.34670392061876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.0035, 'e': 0.13506488316034906}",20,12,0.26949864886663866,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.0035, 'e': 0.13459298237738998}",20,3,28.769969025101023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.0035, 'e': 0.13412273036014816}",30,11,-10.863776367079492,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
576,False,"{'a': 0.0035, 'e': 0.1336541213480304}",25,2,22.945234844055935,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.0035, 'e': 0.1331871496005706}",20,0,-25.775953036447458,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
578,False,"{'a': 0.0035, 'e': 0.13272180939735895}",20,12,9.63445545190814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.0035, 'e': 0.13225809503797206}",20,8,-13.239269728866667,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
580,False,"{'a': 0.0035, 'e': 0.13179600084190335}",20,3,29.200394717239462,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.0035, 'e': 0.13133552114849303}",25,7,16.020998861268072,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.0035, 'e': 0.13087665031685924}",20,14,11.645533210653886,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.0035, 'e': 0.13041938272582848}",30,7,30.31613358253357,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.0035, 'e': 0.12996371277386695}",20,16,7.474492756412469,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.0035, 'e': 0.12950963487901218}",35,25,19.67442412178169,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.0035, 'e': 0.12905714347880423}",20,7,19.003991604920014,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.0035, 'e': 0.12860623303021773}",20,12,3.6720004888395317,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.0035, 'e': 0.12815689800959415}",20,12,13.544317372912467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.0035, 'e': 0.12770913291257383}",20,8,8.495600612609028,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.0035, 'e': 0.12726293225402865}",20,7,15.20486059409985,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.0035, 'e': 0.1268182905679951}",25,11,13.694091231746235,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.0035, 'e': 0.12637520240760683}",25,17,2.1001271640438093,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.0035, 'e': 0.12593366234502845}",25,18,9.22289265285005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.0035, 'e': 0.12549366497138864}",20,4,16.6013499158197,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.0035, 'e': 0.12505520489671398}",20,9,19.822110723347986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.0035, 'e': 0.12461827674986323}",20,0,-4.819943452548934,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
597,False,"{'a': 0.0035, 'e': 0.12418287517846102}",30,12,19.490355532626104,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.0035, 'e': 0.12374899484883264}",30,19,17.748969480222122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.0035, 'e': 0.12331663044593871}",25,5,30.15565981626895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.0035, 'e': 0.1228857766733098}",25,11,23.633728067907597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.0035, 'e': 0.1224564282529819}",20,12,-39.10823097131681,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
602,False,"{'a': 0.0035, 'e': 0.12202857992543144}",20,0,19.906887469872366,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
603,False,"{'a': 0.0035, 'e': 0.121602226449511}",30,6,18.368936975653178,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.0035, 'e': 0.1211773626023853}",20,13,-2.682452906303003,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.0035, 'e': 0.12075398317946681}",25,11,13.54488479418881,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.0035, 'e': 0.12033208299435229}",20,1,30.524092943988528,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.0035, 'e': 0.11991165687875927}",25,10,-9.834469681525487,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
608,False,"{'a': 0.0035, 'e': 0.11949269968246252}",25,20,8.888736799660975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.0035, 'e': 0.11907520627323114}",20,8,22.588584737650017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.0035, 'e': 0.1186591715367657}",20,3,-23.70531951795084,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
611,False,"{'a': 0.0035, 'e': 0.1182445903766354}",25,15,12.402462435167429,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.0035, 'e': 0.11783145771421594}",25,18,12.883917689109042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.0035, 'e': 0.11741976848862698}",25,13,-13.66372610985873,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
614,False,"{'a': 0.0035, 'e': 0.11700951765667031}",20,2,23.575202870479355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.0035, 'e': 0.11660070019276822}",20,8,-0.897563650071385,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.0035, 'e': 0.1161933110889016}",20,2,-6.6584863587252565,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
617,False,"{'a': 0.0035, 'e': 0.1157873453545488}",20,7,23.12832636522761,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.0035, 'e': 0.1153827980166246}",30,1,32.99024333601309,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.0035, 'e': 0.11497966411941893}",30,0,39.08569716071906,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
620,False,"{'a': 0.0035, 'e': 0.11457793872453662}",20,5,12.392239628461219,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.0035, 'e': 0.1141776169108365}",30,13,14.146166481158534,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.0035, 'e': 0.1137786937743713}",20,16,7.165573543514,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.0035, 'e': 0.11338116442832771}",25,6,-12.754319990275956,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
624,False,"{'a': 0.0035, 'e': 0.11298502400296624}",25,0,-8.29430012951957,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
625,False,"{'a': 0.0035, 'e': 0.11259026764556165}",20,4,21.17397535483606,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.0035, 'e': 0.11219689052034373}",25,14,21.173224015777517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.0035, 'e': 0.11180488780843774}",25,8,11.123828800423883,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.0035, 'e': 0.1114142547078055}",20,13,11.08103840525772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.0035, 'e': 0.11102498643318673}",20,5,24.59545925436862,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.0035, 'e': 0.1106370782160401}",25,9,23.294096914109858,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.0035, 'e': 0.11025052530448522}",20,12,-27.533016427517477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
632,False,"{'a': 0.0035, 'e': 0.10986532296324401}",20,16,7.865690963283426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.0035, 'e': 0.10948146647358296}",20,12,14.682217243309951,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.0035, 'e': 0.10909895113325534}",20,13,8.170067267432307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.0035, 'e': 0.10871777225644341}",30,10,18.846773771174043,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.0035, 'e': 0.10833792517370111}",20,13,12.81289430350843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.0035, 'e': 0.10795940523189702}",25,20,9.86024400626044,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.0035, 'e': 0.10758220779415704}",20,10,14.231227422902165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.0035, 'e': 0.10720632823980793}",20,6,18.06918219736598,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.0035, 'e': 0.10683176196432037}",25,11,24.942593570378317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.0035, 'e': 0.1064585043792528}",30,23,14.449236889467565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.0035, 'e': 0.10608655091219521}",25,18,14.782252097665943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.0035, 'e': 0.10571589700671291}",20,9,5.812389846964896,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.0035, 'e': 0.10534653812229092}",20,12,15.658293093582678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.0035, 'e': 0.10497846973427834}",25,5,31.200469492857593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.0035, 'e': 0.10461168733383279}",25,20,9.085456701230186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.0035, 'e': 0.10424618642786522}",20,4,26.995613076807206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.0035, 'e': 0.10388196253898506}",20,15,9.211757115745138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.0035, 'e': 0.10351901120544502}",20,2,30.81669392530808,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.0035, 'e': 0.10315732798108682}",20,9,6.053018672019409,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.0035, 'e': 0.1027969084352864}",25,10,24.29920927453858,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.0035, 'e': 0.10243774815289976}",30,2,-10.053499312167045,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
653,False,"{'a': 0.0035, 'e': 0.10207984273420903}",20,13,-0.48939120804144154,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.0035, 'e': 0.10172318779486834}",25,18,12.329136363742538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.0035, 'e': 0.10136777896585017}",25,14,-22.46728222181392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
656,False,"{'a': 0.0035, 'e': 0.10101361189339199}",25,16,12.654626134049595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.0035, 'e': 0.10066068223894266}",20,0,23.431601810039034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.0035, 'e': 0.10030898567910958}",35,19,25.73009423972369,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.0035, 'e': 0.09995851790560546}",30,12,-13.176954546965792,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
660,False,"{'a': 0.0035, 'e': 0.09960927462519563}",30,13,33.19171058369914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.0035, 'e': 0.09926125155964566}",25,9,23.310495274613565,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.0035, 'e': 0.09891444444566856}",20,12,7.221377491953347,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.0035, 'e': 0.09856884903487283}",20,4,20.021228277410717,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.0035, 'e': 0.09822446109371044}",30,23,14.74027932405744,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.0035, 'e': 0.09788127640342477}",30,20,18.45492710164608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.0035, 'e': 0.09753929075999902}",25,10,26.993411293161195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.0035, 'e': 0.09719849997410487}",25,8,31.146614121260765,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.0035, 'e': 0.09685889987105087}",20,16,9.177594978867049,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.0035, 'e': 0.09652048629073155}",25,11,23.351891758828053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.0035, 'e': 0.09618325508757632}",25,2,9.970326818832117,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
671,False,"{'a': 0.0035, 'e': 0.09584720213049865}",20,10,17.33768585094727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.0035, 'e': 0.0955123233028457}",35,18,31.21915110907671,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.0035, 'e': 0.09517861450234763}",20,10,11.357668908545559,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.0035, 'e': 0.0948460716410674}",30,17,23.242411458092246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.0035, 'e': 0.09451469064535088}",25,18,9.919107438136754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.0035, 'e': 0.09418446745577665}",30,15,26.84408114868373,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.0035, 'e': 0.09385539802710659}",20,0,-15.557847236887705,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
678,False,"{'a': 0.0035, 'e': 0.09352747832823605}",20,11,15.227931793201758,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.0035, 'e': 0.09320070434214457}",25,14,6.109080267578104,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.0035, 'e': 0.09287507206584682}",20,14,-4.982853786396393,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.0035, 'e': 0.09255057751034329}",30,10,30.54678192172279,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.0035, 'e': 0.09222721670057159}",30,24,11.594315141474631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.0035, 'e': 0.09190498567535783}",30,0,26.581644918261457,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
684,False,"{'a': 0.0035, 'e': 0.09158388048736789}",20,9,20.46566291049273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.0035, 'e': 0.09126389720305915}",30,20,4.067829316697882,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.0035, 'e': 0.09094503190263246}",25,7,29.003289307439402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.0035, 'e': 0.09062728067998384}",20,12,11.331227711431955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.0035, 'e': 0.09031063964265688}",25,19,9.432329865677989,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.0035, 'e': 0.08999510491179491}",20,6,-33.199081157374415,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
690,False,"{'a': 0.0035, 'e': 0.08968067262209348}",25,0,-25.504525055935833,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
691,False,"{'a': 0.0035, 'e': 0.08936733892175319}",20,14,10.476603459527265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.0035, 'e': 0.08905509997243224}",20,12,2.1225118249694783,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
